Value,Date,Sub-Sector,Super Region,Sub-Sector Level 2,Sub-Sector Level 3,Time Level,Unit,Source,Sub-Sector Level 4
23.59,1993-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 3 (GULF COAST),DISTILLATE FUEL OIL PADD 3 (GULF COAST) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
30.69,2007-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 3 (GULF COAST),DISTILLATE FUEL OIL PADD 3 (GULF COAST) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
47.3,2021-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 3 (GULF COAST),DISTILLATE FUEL OIL PADD 3 (GULF COAST) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
26.08,1995-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 3 (GULF COAST),DISTILLATE FUEL OIL PADD 3 (GULF COAST) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
38.36,2018-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 3 (GULF COAST),DISTILLATE FUEL OIL PADD 3 (GULF COAST) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
40.51,2013-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 3 (GULF COAST),DISTILLATE FUEL OIL PADD 3 (GULF COAST) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
28.76,1998-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 3 (GULF COAST),DISTILLATE FUEL OIL PADD 3 (GULF COAST) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
28.25,2004-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 3 (GULF COAST),DISTILLATE FUEL OIL PADD 3 (GULF COAST) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
32.54,2002-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 3 (GULF COAST),DISTILLATE FUEL OIL PADD 3 (GULF COAST) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
26.1,1997-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 3 (GULF COAST),DISTILLATE FUEL OIL PADD 3 (GULF COAST) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
39.03,2014-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 3 (GULF COAST),DISTILLATE FUEL OIL PADD 3 (GULF COAST) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
31.21,2003-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 3 (GULF COAST),DISTILLATE FUEL OIL PADD 3 (GULF COAST) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
43.39,2019-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 3 (GULF COAST),DISTILLATE FUEL OIL PADD 3 (GULF COAST) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
31.95,2002-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 3 (GULF COAST),DISTILLATE FUEL OIL PADD 3 (GULF COAST) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
29.76,2000-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 3 (GULF COAST),DISTILLATE FUEL OIL PADD 3 (GULF COAST) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
23.24,1993-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 3 (GULF COAST),DISTILLATE FUEL OIL PADD 3 (GULF COAST) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
29.59,1999-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 3 (GULF COAST),DISTILLATE FUEL OIL PADD 3 (GULF COAST) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
46.62,2021-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 3 (GULF COAST),DISTILLATE FUEL OIL PADD 3 (GULF COAST) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
23.97,1992-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 3 (GULF COAST),DISTILLATE FUEL OIL PADD 3 (GULF COAST) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
39.72,2018-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 3 (GULF COAST),DISTILLATE FUEL OIL PADD 3 (GULF COAST) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
46.96,2010-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 3 (GULF COAST),DISTILLATE FUEL OIL PADD 3 (GULF COAST) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
40.9,2013-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 3 (GULF COAST),DISTILLATE FUEL OIL PADD 3 (GULF COAST) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
31.16,1998-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 3 (GULF COAST),DISTILLATE FUEL OIL PADD 3 (GULF COAST) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
28.54,2005-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 3 (GULF COAST),DISTILLATE FUEL OIL PADD 3 (GULF COAST) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
28.11,2001-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 3 (GULF COAST),DISTILLATE FUEL OIL PADD 3 (GULF COAST) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
46.92,2015-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 3 (GULF COAST),DISTILLATE FUEL OIL PADD 3 (GULF COAST) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
29.95,2004-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 3 (GULF COAST),DISTILLATE FUEL OIL PADD 3 (GULF COAST) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
25.4,1994-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 3 (GULF COAST),DISTILLATE FUEL OIL PADD 3 (GULF COAST) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
46.19,2020-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 3 (GULF COAST),DISTILLATE FUEL OIL PADD 3 (GULF COAST) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
23.59,1996-02-29,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 3 (GULF COAST),DISTILLATE FUEL OIL PADD 3 (GULF COAST) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
49.7,2022-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 3 (GULF COAST),DISTILLATE FUEL OIL PADD 3 (GULF COAST) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
37,2012-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 3 (GULF COAST),DISTILLATE FUEL OIL PADD 3 (GULF COAST) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
31.75,1998-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 3 (GULF COAST),DISTILLATE FUEL OIL PADD 3 (GULF COAST) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
32.75,2001-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 3 (GULF COAST),DISTILLATE FUEL OIL PADD 3 (GULF COAST) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
42.74,2011-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 3 (GULF COAST),DISTILLATE FUEL OIL PADD 3 (GULF COAST) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
32.54,2007-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 3 (GULF COAST),DISTILLATE FUEL OIL PADD 3 (GULF COAST) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
48.84,2017-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 3 (GULF COAST),DISTILLATE FUEL OIL PADD 3 (GULF COAST) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
26.65,1991-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 3 (GULF COAST),DISTILLATE FUEL OIL PADD 3 (GULF COAST) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.68,2016-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.33,2001-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.84,2020-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.76,2014-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.23,2012-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.46,2008-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
2.52,1996-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.12,2018-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
2.48,1999-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.25,2009-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.86,2019-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.53,2002-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.32,2022-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
2.77,1990-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
2.42,1998-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
2.08,1997-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.35,2000-02-29,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.41,2017-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.47,2010-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
2.78,1999-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
2.95,2006-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.1,2010-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.11,2005-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
3,2007-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.27,1990-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.17,2022-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
2.1,1992-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.32,2015-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.63,2017-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.3,1991-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
2.57,1994-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.3,2021-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
2.44,2004-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
2.76,2001-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.28,2011-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.44,2014-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.09,1995-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.78,2013-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.5,2003-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
2.4,1993-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.4,2021-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
2.79,1996-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
2.98,2009-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.1,1995-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.24,1990-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
2.87,2006-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.32,2007-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.12,2015-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.78,2019-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
2.53,1993-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
2.9,2000-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,PADD 4 (ROCKY MOUNTAIN),DISTILLATE FUEL OIL PADD 4 (ROCKY MOUNTAIN) INVENTORY,MONTHLY,"MILLION BARRELS, END-OF-PERIOD",U.S.ENERGY INFORMATION ADMINISTRATION,NA
