Value,Date,Sub-Sector,Super Region,Sub-Sector Level 2,Sub-Sector Level 3,Time Level,Unit,Source,Sub-Sector Level 4
5.7,2006-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
6.78,2010-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.96,2005-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
5.39,2007-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.98,1990-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
6.68,2022-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.45,1992-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
5.82,2015-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
7.2,2017-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.07,1991-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.62,1994-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
5.83,2021-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
5.41,2004-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
5.1,2001-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
5.67,2011-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
7.55,2014-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.98,1995-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
5.99,2013-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.84,2003-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.21,1993-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
5.9,2021-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.41,1996-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
6.26,2009-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.15,1995-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.99,1990-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
5.79,2006-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
5.32,2007-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
6.11,2015-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
7.26,2019-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.28,1993-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.81,2000-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.88,2002-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
5.94,2022-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.87,1998-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.77,2003-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
5.88,2021-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
5.47,2009-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.84,1997-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
5.61,2011-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
5.44,2010-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
6.4,2015-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
5.51,2005-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.13,1994-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
5.56,2004-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.28,1995-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
7.2,2020-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
6.11,2018-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
6.82,2010-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
6.55,2014-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
7.03,2012-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.35,1991-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
5.22,2002-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.73,2005-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.42,1992-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.97,1996-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.57,1994-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
5.22,2007-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.87,2001-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
5.41,2004-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.92,1995-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
6.76,2020-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
6.59,2012-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
5.76,2013-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.23,1993-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.78,2000-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
6.12,2016-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
6.09,2013-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
5.92,2006-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.96,1999-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
7.11,2019-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
5.45,2007-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.89,2005-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
6.38,2017-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
6.08,2018-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
6.46,2008-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
5.96,2015-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.94,1990-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.01,1997-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.13,1993-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
5.24,2006-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
5.45,2007-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.28,1994-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.19,1992-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
5.38,2004-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
5.52,2009-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
6.45,2011-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
5.15,2005-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
7,2010-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.32,1991-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
5.53,2003-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
5.18,2002-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.27,1990-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
5.83,2016-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
6.24,2021-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.5,1994-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.29,1998-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
5.94,2017-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
6.25,2015-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
6.03,2013-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
5.6,2009-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,MOUNTAIN,RETAIL PRICE OF ELECTRICITY IN INDUSTRIAL SECTOR,MONTHLY,CENTS PER KILOWATT HOUR,U.S.ENERGY INFORMATION ADMINISTRATION,NA
